From	To	Species	Gene Name
Q8N7R7	ENSG00000163249	Homo sapiens	cyclin Y like 1(CCNYL1)
P11279	ENSG00000185896	Homo sapiens	lysosomal associated membrane protein 1(LAMP1)
P35222	ENSG00000168036	Homo sapiens	catenin beta 1(CTNNB1)
P35226	ENSG00000168283	Homo sapiens	BMI1 proto-oncogene, polycomb ring finger(BMI1)
O60832	ENSG00000130826	Homo sapiens	dyskerin pseudouridine synthase 1(DKC1)
O75083	ENSG00000071127	Homo sapiens	WD repeat domain 1(WDR1)
Q9H098	ENSG00000065809	Homo sapiens	family with sequence similarity 107 member B(FAM107B)
O60830	ENSG00000126768	Homo sapiens	translocase of inner mitochondrial membrane 17B(TIMM17B)
Q8NHS3	ENSG00000164073	Homo sapiens	major facilitator superfamily domain containing 8(MFSD8)
O60831	ENSG00000243279	Homo sapiens	PRA1 domain family member 2(PRAF2)
P35232	ENSG00000167085	Homo sapiens	prohibitin 1(PHB1)
Q96MH6	ENSG00000167904	Homo sapiens	transmembrane protein 68(TMEM68)
P23258	ENSG00000131462	Homo sapiens	tubulin gamma 1(TUBG1)
P23258	ENSG00000037042	Homo sapiens	tubulin gamma 2(TUBG2)
P24588	ENSG00000179841	Homo sapiens	A-kinase anchoring protein 5(AKAP5)
P06733	ENSG00000074800	Homo sapiens	enolase 1(ENO1)
P06732	ENSG00000104879	Homo sapiens	creatine kinase, M-type(CKM)
A0AVF1	ENSG00000105948	Homo sapiens	intraflagellar transport 56(IFT56)
Q9H0A0	ENSG00000135372	Homo sapiens	N-acetyltransferase 10(NAT10)
Q6NUK4	ENSG00000165476	Homo sapiens	receptor accessory protein 3(REEP3)
P06737	ENSG00000100504	Homo sapiens	glycogen phosphorylase L(PYGL)
P62837	ENSG00000131508	Homo sapiens	ubiquitin conjugating enzyme E2 D2(UBE2D2)
P62837	ENSG00000109332	Homo sapiens	ubiquitin conjugating enzyme E2 D3(UBE2D3)
Q6NUK1	ENSG00000085491	Homo sapiens	solute carrier family 25 member 24(SLC25A24)
Q6NUK1	ENSG00000284468	Homo sapiens	solute carrier family 25 member 24(SLC25A24)
Q9BQ39	ENSG00000107625	Homo sapiens	DExD-box helicase 50(DDX50)
Q99571	ENSG00000135124	Homo sapiens	purinergic receptor P2X 4(P2RX4)
Q9HAB8	ENSG00000127125	Homo sapiens	phosphopantothenoylcysteine synthetase(PPCS)
Q99570	ENSG00000196455	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 4(PIK3R4)
P50851	ENSG00000198589	Homo sapiens	LPS responsive beige-like anchor protein(LRBA)
O75063	ENSG00000116199	Homo sapiens	FAM20B glycosaminoglycan xylosylkinase(FAM20B)
Q6PK04	ENSG00000185298	Homo sapiens	coiled-coil domain containing 137(CCDC137)
Q99567	ENSG00000108559	Homo sapiens	nucleoporin 88(NUP88)
Q68DK7	ENSG00000188895	Homo sapiens	MSL complex subunit 1(MSL1)
Q86SX3	ENSG00000185347	Homo sapiens	tubulin epsilon and delta complex 1(TEDC1)
P62834	ENSG00000116473	Homo sapiens	RAP1A, member of RAS oncogene family(RAP1A)
P06744	ENSG00000282019	Homo sapiens	glucose-6-phosphate isomerase(GPI)
P06744	ENSG00000105220	Homo sapiens	glucose-6-phosphate isomerase(GPI)
P05412	ENSG00000177606	Homo sapiens	Jun proto-oncogene, AP-1 transcription factor subunit(JUN)
P06746	ENSG00000070501	Homo sapiens	DNA polymerase beta(POLB)
Q9BQ24	ENSG00000100711	Homo sapiens	zinc finger FYVE-type containing 21(ZFYVE21)
P06748	ENSG00000181163	Homo sapiens	nucleophosmin 1(NPM1)
O60814	ENSG00000197903	Homo sapiens	H2B clustered histone 12(H2BC12)
Q8NHZ8	ENSG00000176386	Homo sapiens	cell division cycle 26(CDC26)
Q99551	ENSG00000127989	Homo sapiens	mitochondrial transcription termination factor 1(MTERF1)
P62847	ENSG00000138326	Homo sapiens	ribosomal protein S24(RPS24)
P62841	ENSG00000115268	Homo sapiens	ribosomal protein S15(RPS15)
P06753	ENSG00000143549	Homo sapiens	tropomyosin 3(TPM3)
P61513	ENSG00000197756	Homo sapiens	ribosomal protein L37a(RPL37A)
Q9BQ15	ENSG00000139579	Homo sapiens	nucleic acid binding protein 2(NABP2)
O75044	ENSG00000266028	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2(SRGAP2)
O75044	ENSG00000196369	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2B(SRGAP2B)
O75051	ENSG00000076356	Homo sapiens	plexin A2(PLXNA2)
Q99547	ENSG00000135698	Homo sapiens	M-phase phosphoprotein 6(MPHOSPH6)
Q99543	ENSG00000105821	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C2(DNAJC2)
P62857	ENSG00000233927	Homo sapiens	ribosomal protein S28(RPS28)
P62851	ENSG00000118181	Homo sapiens	ribosomal protein S25(RPS25)
P62851	ENSG00000280831	Homo sapiens	ribosomal protein S25(RPS25)
Q99549	ENSG00000196199	Homo sapiens	M-phase phosphoprotein 8(MPHOSPH8)
P62854	ENSG00000197728	Homo sapiens	ribosomal protein S26(RPS26)
Q9BQ04	ENSG00000173933	Homo sapiens	RNA binding motif protein 4(RBM4)
Q9BQ04	ENSG00000173914	Homo sapiens	RNA binding motif protein 4B(RBM4B)
P35269	ENSG00000125651	Homo sapiens	general transcription factor IIF subunit 1(GTF2F1)
P35268	ENSG00000116251	Homo sapiens	ribosomal protein L22(RPL22)
O75037	ENSG00000116852	Homo sapiens	kinesin family member 21B(KIF21B)
Q9UGC7	ENSG00000112031	Homo sapiens	mitochondrial translation release factor 1 like(MTRF1L)
Q7L7X3	ENSG00000160551	Homo sapiens	TAO kinase 1(TAOK1)
Q99536	ENSG00000108828	Homo sapiens	vesicle amine transport 1(VAT1)
Q9NSP4	ENSG00000100162	Homo sapiens	centromere protein M(CENPM)
P35270	ENSG00000116096	Homo sapiens	sepiapterin reductase(SPR)
P62861	ENSG00000149806	Homo sapiens	FAU ubiquitin like and ribosomal protein S30 fusion(FAU)
P06730	ENSG00000151247	Homo sapiens	eukaryotic translation initiation factor 4E(EIF4E)
Q99538	ENSG00000100600	Homo sapiens	legumain(LGMN)
Q14689	ENSG00000160305	Homo sapiens	disco interacting protein 2 homolog A(DIP2A)
P36507	ENSG00000126934	Homo sapiens	mitogen-activated protein kinase kinase 2(MAP2K2)
Q14687	ENSG00000131149	Homo sapiens	Gse1 coiled-coil protein(GSE1)
Q14686	ENSG00000198646	Homo sapiens	nuclear receptor coactivator 6(NCOA6)
Q13356	ENSG00000100023	Homo sapiens	peptidylprolyl isomerase like 2(PPIL2)
Q9HAW4	ENSG00000092853	Homo sapiens	claspin(CLSPN)
P78386	ENSG00000135443	Homo sapiens	keratin 85(KRT85)
P37837	ENSG00000177156	Homo sapiens	transaldolase 1(TALDO1)
Q9Y2G2	ENSG00000105483	Homo sapiens	caspase recruitment domain family member 8(CARD8)
O75146	ENSG00000130787	Homo sapiens	huntingtin interacting protein 1 related(HIP1R)
O75147	ENSG00000124006	Homo sapiens	obscurin like cytoskeletal adaptor 1(OBSL1)
Q9H0U9	ENSG00000189241	Homo sapiens	TSPY like 1(TSPYL1)
Q9Y2G5	ENSG00000186866	Homo sapiens	protein O-fucosyltransferase 2(POFUT2)
Q9H0U6	ENSG00000112110	Homo sapiens	mitochondrial ribosomal protein L18(MRPL18)
P12532	ENSG00000237289	Homo sapiens	creatine kinase, mitochondrial 1B(CKMT1B)
P12532	ENSG00000223572	Homo sapiens	creatine kinase, mitochondrial 1A(CKMT1A)
P13861	ENSG00000114302	Homo sapiens	protein kinase cAMP-dependent type II regulatory subunit alpha(PRKAR2A)
O75150	ENSG00000103549	Homo sapiens	ring finger protein 40(RNF40)
Q9H0U4	ENSG00000174903	Homo sapiens	RAB1B, member RAS oncogene family(RAB1B)
Q9H0U3	ENSG00000102158	Homo sapiens	magnesium transporter 1(MAGT1)
Q9H160	ENSG00000168556	Homo sapiens	inhibitor of growth family member 2(ING2)
Q9Y2G8	ENSG00000116138	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C16(DNAJC16)
Q9BQG2	ENSG00000112874	Homo sapiens	nudix hydrolase 12(NUDT12)
Q14692	ENSG00000165733	Homo sapiens	BMS1 ribosome biogenesis factor(BMS1)
Q9NTK5	ENSG00000138430	Homo sapiens	Obg like ATPase 1(OLA1)
P49810	ENSG00000143801	Homo sapiens	presenilin 2(PSEN2)
Q14691	ENSG00000101003	Homo sapiens	GINS complex subunit 1(GINS1)
Q14690	ENSG00000148843	Homo sapiens	programmed cell death 11(PDCD11)
Q9BQG0	ENSG00000132382	Homo sapiens	MYB binding protein 1a(MYBBP1A)
Q14696	ENSG00000117899	Homo sapiens	mesoderm development LRP chaperone(MESD)
P49815	ENSG00000103197	Homo sapiens	TSC complex subunit 2(TSC2)
Q13362	ENSG00000078304	Homo sapiens	protein phosphatase 2 regulatory subunit B'gamma(PPP2R5C)
Q14694	ENSG00000103194	Homo sapiens	ubiquitin specific peptidase 10(USP10)
Q13363	ENSG00000159692	Homo sapiens	C-terminal binding protein 1(CTBP1)
Q9HAV7	ENSG00000109519	Homo sapiens	GrpE like 1, mitochondrial(GRPEL1)
Q14699	ENSG00000131378	Homo sapiens	raftlin, lipid raft linker 1(RFTN1)
Q9HB71	ENSG00000116161	Homo sapiens	calcyclin binding protein(CACYBP)
Q9HAV4	ENSG00000124571	Homo sapiens	exportin 5(XPO5)
Q14697	ENSG00000089597	Homo sapiens	glucosidase II alpha subunit(GANAB)
P62805	ENSG00000197837	Homo sapiens	H4 histone 16(H4C16)
P62805	ENSG00000270276	Homo sapiens	H4 clustered histone 15(H4C15)
P62805	ENSG00000276180	Homo sapiens	H4 clustered histone 9(H4C9)
P62805	ENSG00000278637	Homo sapiens	H4 clustered histone 1(H4C1)
P62805	ENSG00000277157	Homo sapiens	H4 clustered histone 4(H4C4)
P62805	ENSG00000274618	Homo sapiens	H4 clustered histone 6(H4C6)
P62805	ENSG00000273542	Homo sapiens	H4 clustered histone 12(H4C12)
P62805	ENSG00000197238	Homo sapiens	H4 clustered histone 11(H4C11)
P62805	ENSG00000197061	Homo sapiens	H4 clustered histone 3(H4C3)
P62805	ENSG00000158406	Homo sapiens	H4 clustered histone 8(H4C8)
P62805	ENSG00000278705	Homo sapiens	H4 clustered histone 2(H4C2)
P62805	ENSG00000276966	Homo sapiens	H4 clustered histone 5(H4C5)
P62805	ENSG00000275126	Homo sapiens	H4 clustered histone 13(H4C13)
P62805	ENSG00000270882	Homo sapiens	H4 clustered histone 14(H4C14)
Q9HAV0	ENSG00000114450	Homo sapiens	G protein subunit beta 4(GNB4)
P11216	ENSG00000100994	Homo sapiens	glycogen phosphorylase B(PYGB)
Q9Y2H6	ENSG00000102531	Homo sapiens	fibronectin type III domain containing 3A(FNDC3A)
Q8N8N7	ENSG00000140043	Homo sapiens	prostaglandin reductase 2(PTGR2)
Q8N8N7	ENSG00000258653	Homo sapiens	prostaglandin reductase 2(PTGR2)
P41091	ENSG00000130741	Homo sapiens	eukaryotic translation initiation factor 2 subunit gamma(EIF2S3)
O75131	ENSG00000085719	Homo sapiens	copine 3(CPNE3)
Q9Y2H0	ENSG00000080845	Homo sapiens	DLG associated protein 4(DLGAP4)
Q9Y2H1	ENSG00000211455	Homo sapiens	serine/threonine kinase 38 like(STK38L)
Q13371	ENSG00000136940	Homo sapiens	phosducin like(PDCL)
P78383	ENSG00000121073	Homo sapiens	solute carrier family 35 member B1(SLC35B1)
Q96ND0	ENSG00000177150	Homo sapiens	family with sequence similarity 210 member A(FAM210A)
P00533	ENSG00000146648	Homo sapiens	epidermal growth factor receptor(EGFR)
Q9HAU5	ENSG00000151461	Homo sapiens	UPF2 regulator of nonsense mediated mRNA decay(UPF2)
Q9HAU0	ENSG00000052126	Homo sapiens	pleckstrin homology domain containing A5(PLEKHA5)
O75127	ENSG00000106246	Homo sapiens	pentatricopeptide repeat domain 1(PTCD1)
Q9H147	ENSG00000101457	Homo sapiens	deoxynucleotidyltransferase terminal interacting protein 1(DNTTIP1)
O75122	ENSG00000163539	Homo sapiens	cytoplasmic linker associated protein 2(CLASP2)
Q9H0S4	ENSG00000213782	Homo sapiens	DEAD-box helicase 47(DDX47)
Q9Y2I1	ENSG00000010322	Homo sapiens	nischarin(NISCH)
Q9BQE9	ENSG00000106635	Homo sapiens	BAF chromatin remodeling complex subunit BCL7B(BCL7B)
Q00013	ENSG00000130830	Homo sapiens	MAGUK p55 scaffold protein 1(MPP1)
Q9Y2I8	ENSG00000047056	Homo sapiens	WD repeat domain 37(WDR37)
Q96NC0	ENSG00000146007	Homo sapiens	zinc finger matrin-type 2(ZMAT2)
P00568	ENSG00000106992	Homo sapiens	adenylate kinase 1(AK1)
Q9NTM9	ENSG00000119929	Homo sapiens	cutC copper transporter(CUTC)
Q9BQE4	ENSG00000131871	Homo sapiens	selenoprotein S(SELENOS)
Q9BQE5	ENSG00000128335	Homo sapiens	apolipoprotein L2(APOL2)
Q9BQE3	ENSG00000167553	Homo sapiens	tubulin alpha 1c(TUBA1C)
Q9HAT2	ENSG00000110013	Homo sapiens	sialic acid acetylesterase(SIAE)
P62826	ENSG00000132341	Homo sapiens	RAN, member RAS oncogene family(RAN)
Q96NB3	ENSG00000198783	Homo sapiens	zinc finger protein 830(ZNF830)
P62829	ENSG00000125691	Homo sapiens	ribosomal protein L23(RPL23)
O75116	ENSG00000134318	Homo sapiens	Rho associated coiled-coil containing protein kinase 2(ROCK2)
O75113	ENSG00000102921	Homo sapiens	NEDD4 binding protein 1(N4BP1)
Q9H0R6	ENSG00000130348	Homo sapiens	glutaminyl-tRNA amidotransferase subunit QRSL1(QRSL1)
P37802	ENSG00000158710	Homo sapiens	transgelin 2(TAGLN2)
Q9H0R8	ENSG00000139112	Homo sapiens	GABA type A receptor associated protein like 1(GABARAPL1)
Q9H0R3	ENSG00000186501	Homo sapiens	transmembrane protein 222(TMEM222)
Q9Y2J2	ENSG00000082397	Homo sapiens	erythrocyte membrane protein band 4.1 like 3(EPB41L3)
Q9UHA4	ENSG00000109270	Homo sapiens	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3(LAMTOR3)
Q9UHA3	ENSG00000137876	Homo sapiens	ribosomal L24 domain containing 1(RSL24D1)
Q9H0R4	ENSG00000167220	Homo sapiens	haloacid dehalogenase like hydrolase domain containing 2(HDHD2)
Q9BQD7	ENSG00000103254	Homo sapiens	adenine nucleotide translocase lysine methyltransferase(ANTKMT)
P00558	ENSG00000102144	Homo sapiens	phosphoglycerate kinase 1(PGK1)
P01889	ENSG00000228964	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
P01889	ENSG00000223532	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
P01889	ENSG00000234745	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
P01889	ENSG00000232126	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
P01889	ENSG00000206450	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
P01889	ENSG00000224608	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
Q9BQD3	ENSG00000105700	Homo sapiens	KxDL motif containing 1(KXD1)
P62820	ENSG00000138069	Homo sapiens	RAB1A, member RAS oncogene family(RAB1A)
Q13395	ENSG00000059588	Homo sapiens	TAR (HIV-1) RNA binding protein 1(TARBP1)
P78346	ENSG00000148688	Homo sapiens	ribonuclease P/MRP subunit p30(RPP30)
P78347	ENSG00000233369	Homo sapiens	general transcription factor IIi pseudogene 4(GTF2IP4)
P78347	ENSG00000263001	Homo sapiens	general transcription factor IIi(GTF2I)
P35219	ENSG00000178538	Homo sapiens	carbonic anhydrase 8(CA8)
Q8N8S7	ENSG00000154380	Homo sapiens	ENAH actin regulator(ENAH)
P78344	ENSG00000110321	Homo sapiens	eukaryotic translation initiation factor 4 gamma 2(EIF4G2)
P78345	ENSG00000152464	Homo sapiens	ribonuclease P/MRP subunit p38(RPP38)
P36543	ENSG00000131100	Homo sapiens	ATPase H+ transporting V1 subunit E1(ATP6V1E1)
P36542	ENSG00000165629	Homo sapiens	ATP synthase F1 subunit gamma(ATP5F1C)
Q9UGY1	ENSG00000273899	Homo sapiens	nucleolar protein 12(NOL12)
P35221	ENSG00000044115	Homo sapiens	catenin alpha 1(CTNNA1)
P23229	ENSG00000091409	Homo sapiens	integrin subunit alpha 6(ITGA6)
P36551	ENSG00000080819	Homo sapiens	coproporphyrinogen oxidase(CPOX)
Q9Y2C4	ENSG00000157036	Homo sapiens	exo/endonuclease G(EXOG)
Q9NTG7	ENSG00000142082	Homo sapiens	sirtuin 3(SIRT3)
Q86TP1	ENSG00000143363	Homo sapiens	prune exopolyphosphatase 1(PRUNE1)
A1X283	ENSG00000174705	Homo sapiens	SH3 and PX domains 2B(SH3PXD2B)
Q6GQQ9	ENSG00000264522	Homo sapiens	OTU deubiquitinase 7B(OTUD7B)
Q9HAZ1	ENSG00000113240	Homo sapiens	CDC like kinase 4(CLK4)
Q8N8R5	ENSG00000178074	Homo sapiens	chromosome 2 open reading frame 69(C2orf69)
P78332	ENSG00000004534	Homo sapiens	RNA binding motif protein 6(RBM6)
Q9Y2D0	ENSG00000169239	Homo sapiens	carbonic anhydrase 5B(CA5B)
Q9H0X4	ENSG00000167930	Homo sapiens	family with sequence similarity 234 member A(FAM234A)
Q9Y2D8	ENSG00000117155	Homo sapiens	SSX family member 2 interacting protein(SSX2IP)
Q9Y2D4	ENSG00000144036	Homo sapiens	exocyst complex component 6B(EXOC6B)
Q9Y2D5	ENSG00000157654	Homo sapiens	PALM2 and AKAP2 fusion(PALM2AKAP2)
P49841	ENSG00000082701	Homo sapiens	glycogen synthase kinase 3 beta(GSK3B)
P49848	ENSG00000106290	Homo sapiens	TATA-box binding protein associated factor 6(TAF6)
P78364	ENSG00000111752	Homo sapiens	polyhomeotic homolog 1(PHC1)
P49840	ENSG00000105723	Homo sapiens	glycogen synthase kinase 3 alpha(GSK3A)
Q9H0W8	ENSG00000105771	Homo sapiens	SMG9 nonsense mediated mRNA decay factor(SMG9)
Q9H0W9	ENSG00000182919	Homo sapiens	chromosome 11 open reading frame 54(C11orf54)
P48509	ENSG00000177697	Homo sapiens	CD151 molecule (Raph blood group)(CD151)
P48507	ENSG00000023909	Homo sapiens	glutamate-cysteine ligase modifier subunit(GCLM)
Q9H0W5	ENSG00000169515	Homo sapiens	coiled-coil domain containing 8(CCDC8)
P24539	ENSG00000116459	Homo sapiens	ATP synthase peripheral stalk-membrane subunit b(ATP5PB)
Q9Y2E5	ENSG00000013288	Homo sapiens	mannosidase alpha class 2B member 2(MAN2B2)
P24534	ENSG00000283391	Homo sapiens	eukaryotic translation elongation factor 1 beta 2(EEF1B2)
P24534	ENSG00000114942	Homo sapiens	eukaryotic translation elongation factor 1 beta 2(EEF1B2)
P78371	ENSG00000166226	Homo sapiens	chaperonin containing TCP1 subunit 2(CCT2)
Q9NTI5	ENSG00000083642	Homo sapiens	PDS5 cohesin associated factor B(PDS5B)
P48506	ENSG00000001084	Homo sapiens	glutamate-cysteine ligase catalytic subunit(GCLC)
Q6PKG0	ENSG00000155506	Homo sapiens	La ribonucleoprotein 1, translational regulator(LARP1)
Q9BQI0	ENSG00000126878	Homo sapiens	allograft inflammatory factor 1 like(AIF1L)
Q9HB90	ENSG00000116954	Homo sapiens	Ras related GTP binding C(RRAGC)
P78356	ENSG00000277292	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)
P78356	ENSG00000276293	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)
Q86TN4	ENSG00000149743	Homo sapiens	tRNA phosphotransferase 1(TRPT1)
P37840	ENSG00000145335	Homo sapiens	synuclein alpha(SNCA)
P11234	ENSG00000144118	Homo sapiens	RAS like proto-oncogene B(RALB)
Q9H0V9	ENSG00000114988	Homo sapiens	lectin, mannose binding 2 like(LMAN2L)
P11233	ENSG00000006451	Homo sapiens	RAS like proto-oncogene A(RALA)
Q9H173	ENSG00000120725	Homo sapiens	SIL1 nucleotide exchange factor(SIL1)
Q9NTJ3	ENSG00000113810	Homo sapiens	structural maintenance of chromosomes 4(SMC4)
Q9NTJ4	ENSG00000140400	Homo sapiens	mannosidase alpha class 2C member 1(MAN2C1)
P49821	ENSG00000167792	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit V1(NDUFV1)
Q9NTJ5	ENSG00000211456	Homo sapiens	SAC1 like phosphatidylinositide phosphatase(SACM1L)
P78362	ENSG00000135250	Homo sapiens	SRSF protein kinase 2(SRPK2)
Q69YH5	ENSG00000184661	Homo sapiens	cell division cycle associated 2(CDCA2)
P53004	ENSG00000106605	Homo sapiens	biliverdin reductase A(BLVRA)
P29375	ENSG00000073614	Homo sapiens	lysine demethylase 5A(KDM5A)
P29373	ENSG00000143320	Homo sapiens	cellular retinoic acid binding protein 2(CRABP2)
P29374	ENSG00000032219	Homo sapiens	AT-rich interaction domain 4A(ARID4A)
P29372	ENSG00000103152	Homo sapiens	N-methylpurine DNA glycosylase(MPG)
P53007	ENSG00000100075	Homo sapiens	solute carrier family 25 member 1(SLC25A1)
P42345	ENSG00000198793	Homo sapiens	mechanistic target of rapamycin kinase(MTOR)
Q9HAN9	ENSG00000173614	Homo sapiens	nicotinamide nucleotide adenylyltransferase 1(NMNAT1)
P04080	ENSG00000160213	Homo sapiens	cystatin B(CSTB)
Q9UH62	ENSG00000102401	Homo sapiens	armadillo repeat containing X-linked 3(ARMCX3)
Q9UGU0	ENSG00000283681	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000100207	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000276461	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000280467	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000281897	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000282892	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000262024	Homo sapiens	transcription factor 20(TCF20)
Q9UGU0	ENSG00000283026	Homo sapiens	transcription factor 20(TCF20)
P04083	ENSG00000135046	Homo sapiens	annexin A1(ANXA1)
Q9UH65	ENSG00000133789	Homo sapiens	switching B cell complex subunit SWAP70(SWAP70)
Q9UGU5	ENSG00000100281	Homo sapiens	HMG-box containing 4(HMGXB4)
Q53LP3	ENSG00000198142	Homo sapiens	sosondowah ankyrin repeat domain family member C(SOWAHC)
P31689	ENSG00000086061	Homo sapiens	DnaJ heat shock protein family (Hsp40) member A1(DNAJA1)
Q15942	ENSG00000285443	Homo sapiens	zyxin(ZYX)
Q15942	ENSG00000159840	Homo sapiens	zyxin(ZYX)
Q9H0L4	ENSG00000177613	Homo sapiens	cleavage stimulation factor subunit 2 tau variant(CSTF2T)
Q9UGV2	ENSG00000101079	Homo sapiens	NDRG family member 3(NDRG3)
P42330	ENSG00000196139	Homo sapiens	aldo-keto reductase family 1 member C3(AKR1C3)
P16070	ENSG00000026508	Homo sapiens	CD44 molecule (Indian blood group)(CD44)
P78324	ENSG00000198053	Homo sapiens	signal regulatory protein alpha(SIRPA)
P29353	ENSG00000160691	Homo sapiens	SHC adaptor protein 1(SHC1)
Q9H0K6	ENSG00000129317	Homo sapiens	pseudouridine synthase 7 like(PUS7L)
Q14624	ENSG00000055955	Homo sapiens	inter-alpha-trypsin inhibitor heavy chain 4(ITIH4)
P29350	ENSG00000111679	Homo sapiens	protein tyrosine phosphatase non-receptor type 6(PTPN6)
Q9Y2A7	ENSG00000061676	Homo sapiens	NCK associated protein 1(NCKAP1)
P04062	ENSG00000262446	Homo sapiens	glucosylceramidase beta 1(GBA1)
P04062	ENSG00000177628	Homo sapiens	glucosylceramidase beta 1(GBA1)
O15498	ENSG00000106636	Homo sapiens	YKT6 v-SNARE homolog(YKT6)
P78330	ENSG00000146733	Homo sapiens	phosphoserine phosphatase(PSPH)
Q5SZL2	ENSG00000111860	Homo sapiens	centrosomal protein 85 like(CEP85L)
P04066	ENSG00000179163	Homo sapiens	alpha-L-fucosidase 1(FUCA1)
P78316	ENSG00000087269	Homo sapiens	NOP14 nucleolar protein(NOP14)
P78310	ENSG00000154639	Homo sapiens	CXADR Ig-like cell adhesion molecule(CXADR)
O95503	ENSG00000183741	Homo sapiens	chromobox 6(CBX6)
Q13308	ENSG00000112655	Homo sapiens	protein tyrosine kinase 7 (inactive)(PTK7)
Q13309	ENSG00000145604	Homo sapiens	S-phase kinase associated protein 2(SKP2)
Q9Y2B0	ENSG00000257727	Homo sapiens	canopy FGF signaling regulator 2(CNPY2)
Q9Y2B0	ENSG00000144785	Homo sapiens	canopy FGF signaling regulator 2(CNPY2)
