id,name,Abbreviation,EC Number,SUBSYSTEM,Description,Equation,Lower Bound,Upper Bound,μmol/min/gDW,Recon2,Recon2 Formula,KEGG,Gene symbol,Ensembl,HGNC,Gene Name,RNAseq Expression (FPKM),Immunohistochemisty,In list?,Score
R_r1078,Amino acid transporter - L-Tyrosine,r1078,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Tyrosine,M_tyr_L_c --> M_tyr_L_m,-1000.0,1000.0,0.0,r1078,tyr_L[c] -> tyr_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_r1436,Amino acid transporter - L-Methionine,r1436,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Methionine,M_met_L_c --> M_met_L_m,-1000.0,1000.0,0.0,r1436,met_L[c] -> met_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_r1455,Amino acid transporter - L-Phenylalanine,r1455,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Phenylalanine,M_phe_L_c --> M_phe_L_m,-1000.0,1000.0,0.0,r1455,h[c] + phe_L[c] -> h[m] + phe_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_TRPtm_MitoCore,Amino acid transporter - L-Tryptophan,TRPtm_MitoCore,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Tryptophan,M_trp_L_c --> M_trp_L_m,-1000.0,1000.0,0.0,,,,Unknown,Unknown,Unknown,Unknown,,,,
R_GLYtm,Amino acid transporter - Glycine,GLYtm,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - Glycine,M_gly_c --> M_gly_m,-1000.0,1000.0,0.052,GLYtm,gly[c] --> gly[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_ILEt5m,Amino acid transporter - L-Isoleucine,ILEt5m,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Isoleucine,M_ile_L_c --> M_ile_L_m,-1000.0,1000.0,0.004,ILEt5m,ile_L[c] --> ile_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_LEUt5m,Amino acid transporter - L-Leucine,LEUt5m,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Leucine,M_leu_L_c --> M_leu_L_m,-1000.0,1000.0,0.016,LEUt5m,leu_L[c] --> leu_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_VALt5m,Amino acid transporter - L-Valine,VALt5m,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Valine,M_val_L_c --> M_val_L_m,-1000.0,1000.0,0.011,VALt5m,val_L[c] --> val_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_r1434,Amino acid transporter - L-Alanine,r1434,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Alanine,M_ala_L_c --> M_ala_L_m,-1000.0,0.001,0.001,r1434,ala_L[c] -> ala_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_r1435,Amino acid transporter - L-Serine,r1435,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Serine,M_ser_L_c --> M_ser_L_m,-1000.0,1000.0,-0.026,r1435,ser_L[c] -> ser_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_r1440,Amino acid transporter - L-Threonine,r1440,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Threonine,M_thr_L_c --> M_thr_L_m,-1000.0,1000.0,0.0,r1440,thr_L[c] -> thr_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_BALAtmr,Beta-alanine reversible mitochondrial transport,BALAtmr,,Mitochondrial transporters - uncharacterised,Beta-alanine reversible mitochondrial transport (diffusion),M_ala_B_c --> M_ala_B_m,-1000.0,1000.0,0.0,BALAtmr,ala_B[c] --> ala_B[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_UREAtm,Urea transport,UREAtm,,Mitochondrial transporters - uncharacterised,Urea transport,M_urea_c --> M_urea_m,-1000.0,1000.0,-0.0035,UREAtm,urea[c] --> urea[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_FUMtmB_MitoCore,Fumarate transport,FUMtmB_MitoCore,,Mitochondrial transporters - uncharacterised,Fumarate transport,M_fum_c + 1.64 M_PMF_m --> M_fum_m + 1.64 M_PMF_c,-1000.0,0.0,0.0,FUMtm,pi[m] + fum[c] --> pi[c] + fum[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_BHBtmB_MitoCore,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport,BHBtmB_MitoCore,,Mitochondrial transporters - uncharacterised,(R)-3-Hydroxybutanoate mitochondrial transport,M_bhb_c + 0.82 M_PMF_m --> M_bhb_m + 0.82 M_PMF_c,-1000.0,1000.0,0.048,BHBtm,h[c] + bhb[c] --> h[m] + bhb[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_PPAtmB_MitoCore,Propionate transport reverse,PPAtmB_MitoCore,,Mitochondrial transporters - uncharacterised,Propanoate mitochondrial transport,M_ppa_c + 0.82 M_PMF_m --> M_ppa_m + 0.82 M_PMF_c,-1000.0,1000.0,0.0,PPAtm,ppa[c] -> ppa[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_BUTt2mB_MitoCore,"Butyrate mitochondrial transport via proton symport, reversible",BUTt2mB_MitoCore,,Mitochondrial transporters - uncharacterised,Butyrate mitochondrial transport,M_but_c + 0.82 M_PMF_m --> M_but_m + 0.82 M_PMF_c,-1000.0,1000.0,0.0,BUTt2m,h[c] + but[c] --> h[m] + but[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_FORt2mB_MitoCore,formate mitochondrial transport,FORt2mB_MitoCore,,Mitochondrial transporters - uncharacterised,Formate mitochondrial transport,M_for_m + 0.82 M_PMF_c --> M_for_c + 0.82 M_PMF_m,-1000.0,1000.0,0.0,FORt2m,for[m] --> for[c],,Unknown,Unknown,Unknown,Unknown,,,,
R_r0962B_MitoCore,,r0962B_MitoCore,,Mitochondrial transporters - uncharacterised,Folate mitochondrial transport,M_fol_c + 0.82 M_PMF_m --> M_fol_m + 0.82 M_PMF_c,-1000.0,1000.0,0.0,r0962,fol[c] -> fol[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_CHLtmB_MitoCore,,CHLtmB_MitoCore,,Mitochondrial transporters - uncharacterised,Choline mitochondrial transport,M_chol_c  + 0.82 M_PMF_c --> M_chol_m + 0.82 M_PMF_m,-1000.0,1000.0,0.0,CHLtm,chol[c] --> chol[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_CO2tm,CO2 diffusion,CO2tm,,Mitochondrial transport - diffusion / artificial,"CO2 transport (diffusion), mitochondrial",M_co2_c --> M_co2_m,-1000.0,1000.0,-16.6798,CO2tm,co2[c] --> co2[m],,,,,,,,,
R_H2Otm,H2O transport,H2Otm,,Mitochondrial transport - diffusion / artificial,"H2O transport, mitochondrial",M_h2o_c --> M_h2o_m,-1000.0,1000.0,-114.6749,H2Otm,h2o[c] --> h2o[m],,,,,,,,,
R_O2tm,O2 diffusion,O2tm,,Mitochondrial transport - diffusion / artificial,O2 transport (diffusion),M_o2_c --> M_o2_m,-1000.0,1000.0,19.8,O2tm,o2[c] --> o2[m],,,,,,,,,
R_GLYCtm,glycerol transport,GLYCtm,,Mitochondrial transport - diffusion / artificial,glycerol transport,M_glyc_c --> M_glyc_m,-1000.0,1000.0,0.0,GLYCtm,glyc[c] --> glyc[m],,,,,,,,,
R_CYANtm,Cyanide transport via diffusion,CYANtm,,Mitochondrial transport - diffusion / artificial,Cyanide transport via diffusion,M_cyan_c --> M_cyan_m,-1000.0,1000.0,0.0,CYANtm,cyan[c] --> cyan[m],,,,,,,,,
R_TCYNTtmB_MitoCore,,TCYNTtmB_MitoCore,,Mitochondrial transport - diffusion / artificial,Thiocyanate transport via diffusion (mitochondrial),M_tcynt_m + 0.82 M_PMF_c --> M_tcynt_c + 0.82 M_PMF_m,-1000.0,1000.0,0.0,TCYNTtm,tcynt[m] -> tcynt[c],,,,,,,,,
R_CREATtmdiffir,Creatine transport to/from mitochondria via diffusion,CREATtmdiffir,,Mitochondrial transport - diffusion / artificial,Creatine transport to/from mitochondria,M_creat_c --> M_creat_m,-1000.0,1000.0,0.0,CREATtmdiffir,creat[c] -> creat[m],,,,,,,,,
R_PCREATtmdiffirB_MitoCore,Phosphocreatine transport to/from mitochondria via diffusion,PCREATtmdiffirB_MitoCore,,Mitochondrial transport - diffusion / artificial,Phosphocreatine transport to/from mitochondria ,M_pcreat_m + 0.82 M_PMF_c --> M_pcreat_c + 0.82 M_PMF_m,-1000.0,1000.0,0.0,PCREATtmdiffir,pcreat[m] -> pcreat[c],,,,,,,,,
R_r0941,Bicarbonate diffusion,r0941,,Mitochondrial transport - diffusion / artificial,Bicarbonate diffusion,M_hco3_c  --> M_hco3_m,-1000.0,1000.0,0.043,r0941,hco3[c] --> hco3[m],,,,,,,,,
R_r0838B_MitoCore,Ammonia free diffusion,r0838B_MitoCore,,Mitochondrial transport - diffusion / artificial,Ammonia free diffusion,M_nh4_c + 0.82 M_PMF_c --> M_nh4_m + 0.82 M_PMF_m,-1000.0,1000.0,-0.32,r0838,nh4[c] --> nh4[m],,,,,,,,,
R_Biomasst_MitoCore,Biomass pseudo transport,Biomasst_MitoCore,,Mitochondrial transport - diffusion / artificial,Biomass pseudo transport,M_biomass_c --> M_biomass_m,-1000.0,1000.0,0.0,,,,,,,,,,,
R_PCFLOPm,phosphatidylcholine flippase,PCFLOPm,,Mitochondrial transport - lipids,phosphatidylcholine flippase,M_h2o_c + M_atp_c + M_pchol_hs_c --> M_h_c + M_adp_c + M_pi_c + M_pchol_hs_m,0.0,1000.0,0.0,PCFLOPm,h2o[c] + atp[c] + pchol_hs[m] -> h[c] + adp[c] + pi[c] + pchol_hs[c],,(ATP8A1 or ATP8B1 or ATP8B2 or ATP8B4 or ATP9A or ATP9B or ATP10A or ATP10D or ATP11A or ATP11B or ATP11C) and (TMEM30A or TMEM30B),(ENSG00000124406 or ENSG00000143515 or ENSG00000081923 or ENSG00000104043 or ENSG00000054793 or ENSG00000166377 or ENSG00000206190 or ENSG00000145246 or ENSG00000068650 or ENSG00000058063 or ENSG00000101974) and (ENSG00000112697 or ENSG00000182107) ,(HGNC:13531 or HGNC:13534 or HGNC:3706 or HGNC:13536 or HGNC:13540 or HGNC:13541 or HGNC:13542 or HGNC:13549 or HGNC:13552 or HGNC:13553 or HGNC:13554) and (HGNC:16667 or HGNC:27254),,(Low or Low or Low or Low or Low or Low or Low or Low or Medium or Low or Low) and (Medium or Low),(High or Low or High or Low or Not detected or Medium or Medium or Low or Not detected or Not detected or Medium) and (Medium or Low),"FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE","-5.2802, -10.6961, -8.2811, -10.6961, -8.2811, -7.3264, -6.608, -6.2522, -8.5225, -8.2811, -10.6961, -8.2811, -8.6672"
R_PSFLIPm,phosphatidylserine flippase,PSFLIPm,,Mitochondrial transport - lipids,phosphatidylserine flippase,M_h2o_c + M_atp_c + M_ps_hs_c --> M_h_c + M_adp_c + M_pi_c + M_ps_hs_m,0.0,1000.0,0.0,PSFLIPm,h2o[c] + atp[c] + ps_hs[c] -> h[c] + adp[c] + pi[c] + ps_hs[m],,(ATP8A1 or ATP8B1 or ATP8B2 or ATP8B4 or ATP9A or ATP9B or ATP10A or ATP10D or ATP11A or ATP11B or ATP11C) and (TMEM30A or TMEM30B),(ENSG00000124406 or ENSG00000143515 or ENSG00000081923 or ENSG00000104043 or ENSG00000054793 or ENSG00000166377 or ENSG00000206190 or ENSG00000145246 or ENSG00000068650 or ENSG00000058063 or ENSG00000101974) and (ENSG00000112697 or ENSG00000182107) ,(HGNC:13531 or HGNC:13534 or HGNC:3706 or HGNC:13536 or HGNC:13540 or HGNC:13541 or HGNC:13542 or HGNC:13549 or HGNC:13552 or HGNC:13553 or HGNC:13554) and (HGNC:16667 or HGNC:27254),,(Low or Low or Low or Low or Low or Low or Low or Low or Medium or Low or Low) and (Medium or Low),(High or Low or High or Low or Not detected or Medium or Medium or Low or Not detected or Not detected or Medium) and (Medium or Low),"FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE","-5.2802, -10.6961, -8.2811, -10.6961, -8.2811, -7.3264, -6.608, -6.2522, -8.5225, -8.2811, -10.6961, -8.2811, -8.6672"
R_PEFLIPm,phosphatidylethanolamine flippase,PEFLIPm,,Mitochondrial transport - lipids,phosphatidylethanolamine flippase,M_h2o_c + M_atp_c + M_pe_hs_c --> M_h_c + M_adp_c + M_pi_c + M_pe_hs_m,0.0,1000.0,0.0,PEFLIPm,h2o[c] + atp[c] + pe_hs[c] -> h[c] + adp[c] + pi[c] + pe_hs[m],,(ATP8A1 or ATP8B1 or ATP8B2 or ATP8B4 or ATP9A or ATP9B or ATP10A or ATP10D or ATP11A or ATP11B or ATP11C) and (TMEM30A or TMEM30B),(ENSG00000124406 or ENSG00000143515 or ENSG00000081923 or ENSG00000104043 or ENSG00000054793 or ENSG00000166377 or ENSG00000206190 or ENSG00000145246 or ENSG00000068650 or ENSG00000058063 or ENSG00000101974) and (ENSG00000112697 or ENSG00000182107) ,(HGNC:13531 or HGNC:13534 or HGNC:3706 or HGNC:13536 or HGNC:13540 or HGNC:13541 or HGNC:13542 or HGNC:13549 or HGNC:13552 or HGNC:13553 or HGNC:13554) and (HGNC:16667 or HGNC:27254),,(Low or Low or Low or Low or Low or Low or Low or Low or Medium or Low or Low) and (Medium or Low),(High or Low or High or Low or Not detected or Medium or Medium or Low or Not detected or Not detected or Medium) and (Medium or Low),"FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE","-5.2802, -10.6961, -8.2811, -10.6961, -8.2811, -7.3264, -6.608, -6.2522, -8.5225, -8.2811, -10.6961, -8.2811, -8.6672"
R_Biomass_MitoCore,Biomass,Biomass_MitoCore,,Boundary conditions - core,Biomass Sink,M_biomass_e --> M_biomass_c,-1000.0,0.0,-100.8923,,,,,,,,,,,
R_O2t,Oxygen,O2t,,Boundary conditions - core,o2 transport (diffusion),M_o2_e --> M_o2_c,0.0,19.8,19.8,O2t,o2[e] --> o2[c],,,,,,,,,
R_CO2t,Carbon dioxide,CO2t,,Boundary conditions - core,CO2 transporter via diffusion,M_co2_e --> M_co2_c,-1000.0,1000.0,-16.6368,CO2t,co2[e] --> co2[c],,,,,,,,,
R_HCO3t_MitoCore,HCO3-,HCO3t_MitoCore,,Boundary conditions - core,Bicarbonate diffusion,M_hco3_e --> M_hco3_c,-1000.0,1.71,0.043,,,,,,,,,,,
R_GLCt1r,alpha-D-Glucose,GLCt1r,,Boundary conditions - core,glucose transport,M_glc_D_e --> M_glc_D_c,-1000.0,0.9,0.9,GLCt1r,glc_D[e] --> glc_D[c],,,,,,,,,
R_HDCAtr,Hexadecanoic acid,HDCAtr,,Boundary conditions - core,fatty acid transport via diffusion,M_hdca_e --> M_hdca_c,-1000.0,1.0,0.4697,HDCAtr,hdca[e] --> hdca[c],,,,,,,,,
R_HDCAtm_MitoCore,,HDCAtm_MitoCore,,Boundary conditions - core,fatty acid accumulation - mitochondria,M_hdca_e --> M_hdca_m,-1000.0,0.0,0.0,,,,,,,,,,,
R_L_LACt2r,(S)-Lactate,L_LACt2r,,Boundary conditions - core,L-lactate reversible transport via proton symport,M_h_e + M_lac_L_e --> M_h_c + M_lac_L_c,-1000.0,0.575,0.575,L_LACt2r,h[e] + lac_L[e] --> h[c] + lac_L[c],,,,,,,,,
R_BHBt,(R)-3-Hydroxybutanoate,BHBt,,Boundary conditions - core,(R)-3-Hydroxybutanoate transport via H+ symport,M_h_e + M_bhb_e --> M_h_c + M_bhb_c,0.0,0.048,0.048,BHBt,h[e] + bhb[e] --> h[c] + bhb[c],,,,,,,,,
R_ACACt2,Acetoacetate,ACACt2,,Boundary conditions - core,acetoacetate transport via proton symport,M_h_e + M_acac_e --> M_h_c + M_acac_c,0.0,0.114,0.114,ACACt2,h[e] + acac[e] --> h[c] + acac[c],,,,,,,,,
R_ETOHt,Ethanol,ETOHt,,Boundary conditions - alternative fuels,ethanol reversible transport,M_etoh_e --> M_etoh_c,0.0,0.0,0.0,ETOHt,etoh[e] --> etoh[c],,,,,,,,,
R_BUTt2r,Butanoic acid,BUTt2r,,Boundary conditions - alternative fuels,"Butyrate transport via proton symport, reversible",M_h_e + M_but_e --> M_h_c + M_but_c,-1000.0,0.006,0.0,BUTt2r,h[e] + but[e] --> h[c] + but[c],,,,,,,,,
R_GLYCt,Glycerol,GLYCt,,Boundary conditions - alternative fuels,glycerol transport via channel,M_glyc_c --> M_glyc_e,-0.01,1000.0,-0.01,GLYCt,glyc[c] --> glyc[e],,,,,,,,,
R_r0942,Creatine,r0942,,Boundary conditions - alternative fuels,Creatine storage,M_creat_c --> M_creat_e,0.0,0.0,0.0,r0942,creat[c] --> creat[e],,,,,,,,,
R_r0942b_MitoCore,Phosphocreatine,r0942b_MitoCore,,Boundary conditions - alternative fuels,Phosphocreatine storage,M_pcreat_c --> M_pcreat_e,0.0,0.0,0.0,,,,,,,,,,,
R_HIStiDF,L-Histidine,HIStiDF,,Boundary conditions - essential amino acids,L-histidine transport via diffusion (extracellular to cytosol),M_his_L_e --> M_his_L_c,0.0,0.01,0.01,HIStiDF,his_L[e] -> his_L[c],,,,,,,,,
R_ILEtec,L-Isoleucine,ILEtec,,Boundary conditions - essential amino acids,L-isoleucine transport via diffusion (extracellular to cytosol),M_ile_L_e --> M_ile_L_c,0.0,0.004,0.004,ILEtec,ile_L[e] --> ile_L[c],,,,,,,,,
R_LEUtec,L-Leucine,LEUtec,,Boundary conditions - essential amino acids,L-leucine transport via diffusion (extracellular to cytosol),M_leu_L_e --> M_leu_L_c,0.0,0.016,0.016,LEUtec,leu_L[e] --> leu_L[c],,,,,,,,,
R_LYStiDF,L-Lysine,LYStiDF,,Boundary conditions - essential amino acids,L-lysine transport via diffusion (extracellular to cytosol),M_lys_L_e --> M_lys_L_c,0.0,0.03,0.03,LYStiDF,lys_L[e] -> lys_L[c],,,,,,,,,
R_METtec,L-Methionine,METtec,,Boundary conditions - essential amino acids,L-methionine transport via diffusion (extracellular to cytosol),M_met_L_e --> M_met_L_c,0.0,0.005,0.0,METtec,met_L[e] --> met_L[c],,,,,,,,,
R_PHEtec,L-Phenylalanine,PHEtec,,Boundary conditions - essential amino acids,L-phenylalanine transport via diffusion (extracellular to cytosol),M_phe_L_e --> M_phe_L_c,0.0,0.012,0.0,PHEtec,phe_L[e] --> phe_L[c],,,,,,,,,
R_r2534,L-Threonine,r2534,,Boundary conditions - essential amino acids,L-threonine transport,M_thr_L_e --> M_thr_L_c,0.0,0.012,0.012,r2534,thr_L[e] --> thr_L[c],,,,,,,,,
R_TRPt,L-Tryptophan,TRPt,,Boundary conditions - essential amino acids,L-tryptophan transport,M_trp_L_e --> M_trp_L_c,0.0,0.008,0.0,TRPt,trp_L[e] --> trp_L[c],,,,,,,,,
R_VALtec,L-Valine,VALtec,,Boundary conditions - essential amino acids,L-valine transport via diffusion (extracellular to cytosol),M_val_L_e --> M_val_L_c,0.0,0.011,0.011,VALtec,val_L[e] --> val_L[c],,,,,,,,,
R_ARGtiDF,L-Arginine,ARGtiDF,,Boundary conditions - nonessential amino acids,L-arginine transport via diffusion (extracellular to cytosol),M_arg_L_e --> M_arg_L_c,-1000.0,0.007,0.007,ARGtiDF,arg_L[e] -> arg_L[c],,,,,,,,,
R_ASPte,L-Aspartate,ASPte,,Boundary conditions - nonessential amino acids,L-aspartate transport,M_asp_L_c --> M_asp_L_e,-0.154,1000.0,-0.154,ASPte,asp_L[c] -> asp_L[e],,,,,,,,,
R_CYStec,L-Cysteine,CYStec,,Boundary conditions - nonessential amino acids,L-cysteine transport via diffusion (extracellular to cytosol),M_cys_L_e --> M_cys_L_c,-1000.0,0.001,0.001,CYStec,cys_L[e] --> cys_L[c],,,,,,,,,
R_GLUt_MitoCore,L-Glutamate,GLUt_MitoCore,,Boundary conditions - nonessential amino acids,L-glutamate transport,M_glu_L_e --> M_glu_L_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_r2525,L-Glutamine,r2525,,Boundary conditions - nonessential amino acids,L_glutamine transport,M_gln_L_e --> M_gln_L_c,-1000.0,0.0,0.0,r2525,gln_L[e] --> gln_L[c],,,,,,,,,
R_GLYt2r,Glycine,GLYt2r,,Boundary conditions - nonessential amino acids,glycine reversible transport via proton symport,M_h_e + M_gly_e --> M_h_c + M_gly_c,-1000.0,0.009,0.009,GLYt2r,h[e] + gly[e] --> h[c] + gly[c],,,,,,,,,
R_PROt2r,L-Proline,PROt2r,,Boundary conditions - nonessential amino acids,L-proline reversible transport via proton symport,M_h_e + M_pro_L_e --> M_h_c + M_pro_L_c,-1000.0,0.004,0.004,PROt2r,h[e] + pro_L[e] --> h[c] + pro_L[c],,,,,,,,,
R_r2526,L-Serine,r2526,,Boundary conditions - nonessential amino acids,L-serine transport,M_ser_L_e --> M_ser_L_c,-1000.0,0.017,0.017,r2526,ser_L[e] --> ser_L[c],,,,,,,,,
R_TYRt,L-Tyrosine,TYRt,,Boundary conditions - nonessential amino acids,L-tyrosine transport,M_tyr_L_e --> M_tyr_L_c,-1000.0,0.011,0.0,TYRt,tyr_L[e] --> tyr_L[c],,,,,,,,,
R_r2532,L-Asparagine,r2532,,Boundary conditions - nonessential amino acids,L-asparagine transport,M_asn_L_e --> M_asn_L_c,-1000.0,0.01,0.01,r2532,asn_L[e] --> asn_L[c],,,,,,,,,
R_ALAt2r,L-Alanine,ALAt2r,,Boundary conditions - nonessential amino acids,L-alanine reversible transport via proton symport,M_h_e + M_ala_L_e --> M_h_c + M_ala_L_c,-1000.0,0.01,0.01,ALAt2r,h[e] + ala_L[e] --> h[c] + ala_L[c],,,,,,,,,
R_FUMt_MitoCore,Fumarate,FUMt_MitoCore,,Boundary Conditions - Biomarkers,Fumarate transport,M_fum_e --> M_fum_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_SUMt_MitoCore,Succinate,SUMt_MitoCore,,Boundary Conditions - Biomarkers,Succinate transport,M_succ_e --> M_succ_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_r0817,Citrulline,r0817,,Boundary Conditions - Biomarkers,Citrulline transport,M_citr_L_c --> M_citr_L_e,0.0,1000.0,0.0,,,,,,,,,,,
R_NH4t3r,NH4,NH4t3r,,Boundary Conditions - Biomarkers,ammonia transport via proton antiport,M_nh4_c + M_h_e --> M_nh4_e + M_h_c,-1000.0,1000.0,0.362,NH4t3r,nh4[c] + h[e] --> nh4[e] + h[c],,,,,,,,,
R_ACt2r,acetate,ACt2r,,Boundary Conditions - Biomarkers,acetate reversible transport via proton symport,M_h_e + M_ac_e --> M_h_c + M_ac_c,-0.01,0.01,0.0,ACt2r,h[e] + ac[e] --> h[c] + ac[c],,,,,,,,,
R_PPAt,propionic acid,PPAt,,Boundary Conditions - Biomarkers,"Propanoate transport, diffusion",M_ppa_e --> M_ppa_c,-1000.0,0.0,0.0,PPAt,ppa[e] -> ppa[c],,,,,,,,,
R_2HBt2,2-hydroxybutyrate,2HBt2,,Boundary Conditions - Biomarkers,2-hydroxybutyrate cotransport with proton,M_h_e + M_2hb_e --> M_h_c + M_2hb_c,-1000.0,0.0,0.0,2HBt2,h[e] + 2hb[e] --> h[c] + 2hb[c],,,,,,,,,
R_CHOLtu,choline,CHOLtu,,Boundary Conditions - Biomarkers,Choline uniport,M_chol_e --> M_chol_c,-1000.0,0.0,0.0,CHOLtu,chol[e] --> chol[c],,,,,,,,,
R_r1088,Citrate,r1088,,Boundary Conditions - Biomarkers,Citrate transport,M_h_e + M_cit_e --> M_h_c + M_cit_c,-1000.0,0.0,0.0,r1088,h[e] + cit[e] --> h[c] + cit[c],,,,,,,,,
R_ICITt_MitoCore,Isocitrate,ICITt_MitoCore,,Boundary Conditions - Biomarkers,Isocitrate transport,M_icit_e --> M_icit_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_UREAt,Urea,UREAt,,Boundary Conditions - Biomarkers,Urea transport via facilitate diffusion,M_urea_e --> M_urea_c,-1000.0,0.0,-0.007,UREAt,urea[e] --> urea[c],,,,,,,,,
R_r1512,Bilirubin,r1512,,Boundary Conditions - Biomarkers,Bilirubin transport,M_bilirub_e --> M_bilirub_c,-1000.0,0.0,0.0,r1512,bilirub[e] -> bilirub[c],,,,,,,,,
R_ARGSUCt_MitoCore,Argininosuccinate,ARGSUCt_MitoCore,,Boundary Conditions - Biomarkers,Argininosuccinate transport,M_argsuc_e --> M_argsuc_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_MAL_Lte,(S)-Malate,MAL_Lte,,Boundary Conditions - Biomarkers,Malate transport,M_mal_L_e --> M_mal_L_c,-1000.0,0.0,0.0,MAL_Lte,mal_L[e] --> mal_L[c],,,,,,,,,
R_OAAt_MitoCore,Oxaloacetate,OAAt_MitoCore,,Boundary Conditions - Biomarkers,Oxaloacetate transport,M_oaa_e --> M_oaa_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_AKGt_MitoCore,2-Oxoglutarate,AKGt_MitoCore,,Boundary Conditions - Biomarkers,2-Oxoglutarate transport,M_akg_e --> M_akg_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_MERCPLACt_MitoCore,3-Mercaptolactate,MERCPLACt_MitoCore,,Boundary Conditions - Biomarkers,3-Mercaptolactate transport,M_mercplac_e --> M_mercplac_c,-1000.0,0.0,0.0,,,,,,,,,,,
R_r0899,Beta-alanine,r0899,,Boundary Conditions - Misc,Beta-alanine,M_ala_B_c --> M_ala_B_e,0.0,0.0,0.0,r0899,ala_B[c] --> ala_B[e],,,,,,,,,
R_FE2t,Fe2+,FE2t,,Boundary Conditions - Misc,iron (II) transport,M_fe2_e --> M_fe2_c,-1000.0,1000.0,0.0,FE2t,fe2[e] -> fe2[c],,,,,,,,,
R_H2Ot,H2O,H2Ot,,Boundary Conditions - Misc,H2O transport via diffusion,M_h2o_e --> M_h2o_c,-1000.0,1000.0,-15.0264,H2Ot,h2o[e] --> h2o[c],,,,,,,,,
R_Hct_MitoCore,H+ cytosolic,Hct_MitoCore,,Boundary Conditions - Misc,Proton escape - cytosolic,M_h_e --> M_h_c,-1000.0,1000.0,2.5687,,,,,,,,,,,
R_Hmt_MitoCore,H+ mitochondrial,Hmt_MitoCore,,Boundary Conditions - Misc,Proton escape - mitochondrial,M_h_e --> M_h_m,-1000.0,1000.0,-1.9023,,,,,,,,,,,
R_SO3t_MitoCore,Sulfite,SO3t_MitoCore,,Boundary Conditions - Misc,Sulfite,M_so3_e --> M_so3_c,-1000.0,1000.0,0.001,,,,,,,,,,,
R_TSULt_MitoCore,Thiosulfate,TSULt_MitoCore,,Boundary Conditions - Misc,Thiosulfate,M_tsul_e --> M_tsul_c,-1000.0,1000.0,-0.001,,,,,,,,,,,
R_r0940,Hydrogen sulfide,r0940,,Boundary Conditions - Misc,hydrogen sulfide,M_HC00250_c --> M_HC00250_e,-1000.0,1000.0,0.0,r0940,HC00250[c] --> HC00250[e],,,,,,,,,
R_CYANt,Hydrogen cyanide,CYANt,,Boundary Conditions - Misc,Cyanide transport via diffusion (extracellular to cytosol),M_cyan_e --> M_cyan_c,-1000.0,1000.0,0.0,CYANt,cyan[e] --> cyan[c],,,,,,,,,
R_TCYNTt,Thiocyanate,TCYNTt,,Boundary Conditions - Misc,Thiocyanate,M_tcynt_c --> M_tcynt_e,-1000.0,1000.0,0.0,TCYNTt,tcynt[c] -> tcynt[e],,,,,,,,,
